,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,day,morning_menu,lunch_menu,dinner_menu,중식계,석식계
275,-1.0562080495553545,-0.776473505613143,-0.2560711338759129,0.6617562019166245,-0.39590064641692174,1,"['모닝롤', '씨크립샌드', '우유', '주스', '스크램블에그', '견과류죽', '쌀밥', '된장찌개', '느타리볶음', '포기김치']","['쌀밥', '잡곡밥', '동태찌개', '미트볼케찹조림', '우엉잡채', '방풍나물', '포기김치']","['콩나물밥', '가쯔오장국', '주꾸미볶음', '메추리알조림', '치커리유자무침', '포기김치']",972.0,533.0
276,-1.0562080495553545,-0.8181023797127976,-0.1641471847225727,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '단팥빵', '우유', '주스', '계란후라이', '새우살죽', '쌀밥', '두부젓국찌개', '쥐포무침', '포기김치']","['쌀밥', '잡곡밥', '근대국', '양념찜닭', '옥수수전', '건새우마늘쫑볶음', '포기김치']","['쌀밥', '잡곡밥', '북어계란국', '등갈비김치찜', '새싹두부구이', '취나물', '깍두기']",961.0,486.0
277,-1.0562080495553545,-0.7695353599298673,0.41037749748580343,0.3367345593925888,-0.39590064641692174,3,"['모닝롤', '베이컨샌드', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '쑥국', '브로컬리들깨찜', '포기김치']","['쌀밥', '잡곡밥', '옹심이만두국', '돈육굴소스볶음', '콩나물겨자채', '모듬쌈', '포기김치']","['멸치주먹밥', '김치말이국수', '훈제오리냉채', '꽃맛살샐러드', '꼬들단무지', '포기김치']",951.0,504.0
278,-1.0562080495553545,-0.20060741390125406,1.3296169890192053,-0.8739710590094445,-0.39590064641692174,4,"['모닝롤', '치즈프레즐', '우유', '주스', '스크램블에그', '흑임자죽', '쌀밥', '김치두부국', '김자반', '포기김치']","['쌀밥', '잡곡밥', '고추장찌개', '치킨커틀렛', '연근땅콩조림', '시금치나물', '배추겉절이']","['쌀밥', '잡곡밥', '열무된장국', '미니함박조림', '마파두부', '청경채무침', '포기김치']",625.0,429.0
279,-1.0562080495553545,-0.49894767828211223,-0.784633841507619,0.47080598693375353,-0.39590064641692174,0,"['모닝롤', '시금치핫케익', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '어묵국', '미역줄기볶음', '포기김치']","['쌀밥', '잡곡밥', '아욱국', '콩나물불고기', '맛살전', '상추무침', '포기김치']","['쌀밥', '잡곡밥', '매운버섯국', '누룽지탕수육', '브로컬리오징어숙회', '비트무생채', '포기김치']",1328.0,556.0
280,-1.0562080495553545,-0.7140301944636611,-0.43991903218259326,0.7308233009529822,-0.39590064641692174,1,"['모닝롤', '바나나샌드', '우유', '주스', '스크램블에그', '홍게살죽', '쌀밥', '들깨감자국', '오이생채', '포기김치']","['쌀밥', '잡곡밥', '냉이된장찌개', '쇠고기장조림', '굴비구이', '부추생채', '포기김치']","['베이컨김치볶음밥', '미소장국', '로제파스타', '크림새우', '오이피클', '마늘빵', '포기김치']",940.0,647.0
281,-1.0562080495553545,-0.7279064858302127,-0.14116619743423767,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '찐빵', '우유', '주스', '계란후라이', '김치죽', '쌀밥', '콩나물국', '김실파무침', '포기김치']","['쌀밥', '잡곡밥', '돈육김치찌개', '유린기', '비엔나볶음', '세발나물', '깍두기']",['*'],953.0,0.0
282,-1.0562080495553545,-0.6654631746807307,0.0886436754491128,0.19047482025677268,-0.39590064641692174,3,"['모닝롤', '와플', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '꽃게탕', '명엽채볶음', '포기김치']","['쌀밥', '잡곡밥', '콩가루배추국', '돼지갈비찜', '물파래전', '통도라지구이', '포기김치']","['통새우김밥', '짬뽕', '고구마치즈구이', '콘샐러드', '단무지무침', '포기김치']",911.0,557.0
283,-1.0562080495553545,0.16017616162908604,0.8699972432525043,-0.9105359937933986,-0.39590064641692174,4,"['모닝롤', '사과파이', '우유', '주스', '스크램블에그', '참치야채죽', '쌀밥', '선지해장국', '시래기조림', '포기김치']","['쌀밥', '잡곡밥', '대구매운탕', '고추잡채*꽃빵', '올방개묵무침', '김구이', '포기김치']","['쌀밥', '잡곡밥', '연두부탕', '닭강정', '카레감자채볶음', '치커리사과무침', '포기김치']",644.0,518.0
284,-1.0562080495553545,-0.36712291029987254,0.019700713584107653,0.3489228709872401,-0.39590064641692174,0,"['모닝롤', '프렌치토스트', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '건새우아욱국', '진미채무침', '포기김치']","['쌀밥', '잡곡밥', '알탕', '소고기숙주볶음', '오꼬노미계란말이', '얼갈이나물', '포기김치']","['쌀밥', '잡곡밥', '부대찌개', '고등어구이', '해파리냉채', '취나물된장무침', '깍두기']",1114.0,501.0
285,-1.0562080495553545,-0.7903497969796945,0.15758663731411793,0.3814250352396437,-0.39590064641692174,1,"['모닝롤', '참치샌드', '우유', '주스', '스크램블에그', '브로컬리죽', '쌀밥', '배추맑은국', '두부조림', '포기김치']","['쌀밥', '잡곡밥', '소고기미역국', '주꾸미볶음', '탕평채', '시금치나물', '포기김치']","['해물볶음밥', '맑은국', '비빔메밀국수', '멕시칸샐러드', '고구마튀김', '음료', '포기김치']",970.0,504.0
286,-1.0562080495553545,-0.8042260883462461,-0.09520422285756758,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '메론롤케익', '우유', '주스', '계란후라이', '양송이죽', '쌀밥', '시래기들깨탕', '느타리호박볶음', '포기김치']","['봄나물비빔밥', '팽이장국', '언양식불고기', '땅콩조림', '바나나', '포기김치']","['쌀밥', '잡곡밥', '우거지탕', '돈까스', '꽈리고추어묵조림', '영양부추무침', '포기김치']",966.0,474.0
287,-1.0562080495553545,-0.6307724462643518,0.8470162559641693,-0.20767669183517115,-0.39590064641692174,3,"['모닝롤', '인절미토스트', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '닭곰탕', '대추채멸치볶음', '포기김치']","['쌀밥', '잡곡밥', '북어콩나물국', '사천식탕수육', '김치전', '쑥갓두부무침', '포기김치']","['충무김밥', '유부우동', '오징어무침', '핫도그&케찹', '오렌지', '석박지']",802.0,497.0
288,-1.0562080495553545,-0.07572079160229019,1.2606740271542,-0.9308498464511508,-0.39590064641692174,4,"['모닝롤', '고구마파이', '우유', '주스', '스크램블에그', '쇠고기죽', '쌀밥', '두부김치국', '미역나물', '포기김치']","['쌀밥', '잡곡밥', '쇠고기무국(빨갛게)', '생선커틀렛', '닭가슴살장조림', '콩나물무침', '포기김치']","['쌀밥', '잡곡밥', '봄동된장국', '동태콩나물찜', '궁중떡볶음', '우엉조림', '포기김치']",639.0,420.0
289,-1.062049398810295,-0.533638406698491,-0.9914627271026343,0.7755137768000371,-0.39590064641692174,0,"['모닝롤', '사과파이', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '감자국', '무생채', '포기김치']","['쌀밥', '잡곡밥', '꽃게탕', '훈제오리(마늘만)', '오이달래무침', '쌈무', '양파절임', '포기김치']","['쌀밥', '잡곡밥', '콩비지찌개', '가자미카레튀김', '고기전', '아삭고추무침', '포기김치']",1258.0,577.0
290,-1.062049398810295,-0.7209683401469369,-0.6697289050659437,0.5845635618171661,-0.39590064641692174,1,"['모닝롤', '햄치즈샌드', '우유', '주스', '스크램블에그', '팥죽', '쌀밥', '콩나물국', '꽃맛살볶음', '포기김치']","['쌀밥', '잡곡밥', '된장찌개', '쇠불고기', '동태전', '도토리묵무침', '배추겉절이']","['참치주먹밥', '쌀국수', '오징어순대볶음', '시금치흑임자샐러드', '무피클', '포기김치']",809.0,535.0
291,-1.062049398810295,-0.6585250289974549,0.22652959917912305,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '크로와상', '우유', '주스', '계란후라이', '크림누룽지탕', '쌀밥', '차돌박이찌개', '검정콩조림', '포기김치']","['짜장밥', '맑은계란국', '유산슬', '부추만두', '단무지무침', '포기김치']","['쌀밥', '잡곡밥', '미역장국', '유자청돈육볶음', '두부계란부침', '모듬쌈', '포기김치']",1060.0,391.0
292,-1.062049398810295,-0.6446487376309034,0.6861493449458239,0.1742237381305709,-0.39590064641692174,3,"['모닝롤', '단호박샌드', '우유', '주스', '계란후라이', '홍게살죽', '쌀밥', '두부들깨탕', '단배추나물', '깍두기']","['쌀밥', '잡곡밥', '근대국', '마늘치킨', '감자채전', '크래미숙주무침', '포기김치']","['김치볶음밥', '계란', '유부주머니국', '쇠고기퀘사디아', '펜네베이컨샐러드', '오복지무침', '열무김치']",897.0,436.0
293,-1.062049398810295,-0.047968208869187096,1.1457690907125249,-0.8414688947570409,-0.39590064641692174,4,"['모닝롤', '치즈프레즐', '우유', '주스', '스크램블에그', '견과류죽', '쌀밥', '김치황태국', '가지나물', '포기김치']","['쌀밥', '잡곡밥', '육개장', '미니채소떡갈비', '버섯구이*발사믹D', '참나물생채', '포기김치']","['쌀밥', '잡곡밥', '매운어묵국', '순살닭갈비', '비엔나감자볶음', '깻잎찜', '포기김치']",602.0,431.0
294,-1.062049398810295,-0.533638406698491,-0.27905212116424793,0.5845635618171661,-0.39590064641692174,0,"['모닝롤', '팬케익', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '콩나물국', '쥐포무침', '포기김치']","['쌀밥', '잡곡밥', '얼갈이국', '쇠고기낙지볶음', '날치알계란찜', '비름나물', '포기김치']","['쌀밥', '잡곡밥', '무채국', '치즈시즈닝치킨', '해물김치전', '해초무침', '포기김치']",1218.0,541.0
295,-1.062049398810295,-0.7903497969796945,-0.1641471847225727,0.6739445135112759,-0.39590064641692174,1,"['모닝롤', '에그샌드', '우유', '주스', '스크램블에그', '표고버섯죽', '쌀밥', '민물새우찌개', '취나물', '포기김치']","['쌀밥', '잡곡밥', '김치찌개', '해물누룽지탕', '우엉잡채', '청경채무침', '열무김치']","['쌀밥', '잡곡밥', '카레돈까스정식', '미소장국', '블루베리드레싱샐러드', '땅콩조림', '피클', '포기김치']",994.0,535.0
296,-1.062049398810295,-0.8111642340295219,-0.003280273704227392,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '단팥빵', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '쇠고기해장국', '유채나물', '포기김치']","['쌀밥', '잡곡밥', '들깨미역국', '삼겹살오븐구이', '맛살콩나물냉채', '파채상추무침', '포기김치']","['쌀밥', '잡곡밥', '순두부찌개', '삼치구이', '메밀전병만두', '치커리무침', '과일', '포기김치']",893.0,384.0
297,-1.062049398810295,-0.6724013203640065,0.6631683576574889,0.17828650866212134,-0.39590064641692174,3,"['모닝롤', '치킨샌드', '우유', '주스', '계란후라이', '밤죽', '쌀밥', '두부젓국찌개', '느타리볶음', '포기김치']","['쌀밥', '잡곡밥', '황태국', '닭데리야끼조림', '매운어묵볶음', '시금치나물', '포기김치']","['유부초밥', '잔치국수', '수제핫도그', '시리얼과일샐러드', '오이생채', '음료', '포기김치']",784.0,521.0
298,-1.062049398810295,-0.24917443368418446,1.3066360017308702,-0.8902221411356462,-0.39590064641692174,4,"['모닝롤', '베이글', '우유', '주스', '스크램블에그', '늙은호박죽', '쌀밥', '근대국', '마늘쫑건새우볶음', '포기김치']","['쌀밥', '잡곡밥', '쇠고기샤브국', '오징어볶음', '메추리알조림', '머위된장나물', '포기김치']","['쌀밥', '잡곡밥', '청국장찌개', '돈육장조림', '황태양념구이', '미역줄기볶음', '깍두기']",541.0,402.0
299,-1.062049398810295,-0.5267002610152153,-0.4858810067592633,0.6495678903219733,-0.39590064641692174,0,"['모닝롤', '브라우니', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '어묵국', '땅콩조림', '포기김치']","['쌀밥', '잡곡밥', '된장찌개', '돈육굴소스볶음', '오징어숙회무침', '방풍나물', '포기김치']","['쌀밥', '잡곡밥', '쇠고기무국', '고등어조림', '동그랑땡계란부침', '하루나무침', '포기김치']",1237.0,479.0
300,-1.062049398810295,-0.7001539030971096,0.06566268816077775,0.5317475449070103,-0.39590064641692174,1,"['모닝롤', '씨크립샌드', '우유', '주스', '스크램블에그', '김치죽', '쌀밥', '감자국', '멸치호두볶음', '포기김치']","['쌀밥', '잡곡밥', '들깨시래기국', '쇠고기장조림', '시금치프리타타', '도라지생채', '얼갈이겉절이']","['나가사끼짬뽕', '야채볶음밥', '치킨핑거*요거트D', '또띠아칩', '단무지', '방울토마토', '포기김치']",839.0,567.0
301,-1.062049398810295,-0.8458549624459007,0.3414345356207983,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '찐빵', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '오징어국', '김구이', '포기김치']","['곤드레밥', '맑은국', '탕수어', '쫄면무침', '요플레', '포기김치']","['쌀밥', '잡곡밥', '닭개장', '갈치구이', '햄감자채볶음', '양배추쌈*쌈장', '석박지']",871.0,408.0
302,-1.062049398810295,-0.7903497969796945,1.0768261288475198,0.04015231058940614,-0.39590064641692174,3,"['모닝롤', '야채샌드', '우유', '주스', '계란후라이', '녹두죽', '쌀밥', '매운버섯국', '쑥갓두부무침', '포기김치']","['쌀밥', '잡곡밥', '아욱국', '등갈비김치찜', '참치야채전', '가지나물', '열무김치']","['오므라이스', '가쯔오장국', '떡볶이', '고구마치즈구이', '오렌지', '포기김치']",713.0,511.0
303,-1.062049398810295,-0.14510224843504788,1.5134648873258856,-0.8739710590094445,-0.39590064641692174,4,"['모닝롤', '롤케익', '우유', '주스', '스크램블에그', '닭죽', '쌀밥', '피바지락국', '명엽채무침', '포기김치']","['쌀밥', '잡곡밥', '콩나물김치국', '버섯불고기', '브로컬리맛살볶음', '부추생채', '포기김치']","['쌀밥', '잡곡밥', '열무된장국', '돈육강정', '연두부*양념장', '참나물땅콩무침', '포기김치']",547.0,353.0
304,-1.062049398810295,-0.5683291351148699,0.43335848477413846,0.4017388878973959,-0.39590064641692174,0,"['모닝롤', '프렌치토스트', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '근대감자국', '김자반', '포기김치']","['쌀밥', '잡곡밥', '부대찌개', '언양식불고기', '계란장조림', '아삭고추된장무침', '포기김치']","['쌀밥', '잡곡밥', '오징어국', '쇠고기숙주볶음', '두부오꼬노미야끼', '오이미역무침', '포기김치']",1109.0,531.0
305,-1.062049398810295,-0.6168961548978004,1.0768261288475198,0.2514163782300294,-0.39590064641692174,1,"['모닝롤', '참치샌드', '우유', '주스', '스크램블에그', '팥죽', '쌀밥', '콩나물국', '우엉어묵볶음', '포기김치']","['쌀밥', '잡곡밥', '차돌박이찌개', '닭강정', '콩나물잡채', '도토리묵무침', '포기김치']","['멸치주먹밥', '양송이스프', '토마토스파게티', '꽃맛살샐러드', '무피클', '바나나', '포기김치']",791.0,510.0
306,-1.062049398810295,-0.7834116512964188,1.4445219254608805,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '와플', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '된장찌개', '검정콩조림', '포기김치']","['비빔밥', '맑은국', '오징어튀김', '견과류조림', '하와이안샐러드', '깍두기']",['*'],835.0,0.0
307,-1.062049398810295,-0.6724013203640065,1.6053888364792257,-0.370187513097189,-0.39590064641692174,3,"['모닝롤', '피자빵', '우유', '주스', '계란후라이', '야채죽', '쌀밥', '북어해장국', '애호박볶음', '포기김치']","['쌀밥', '잡곡밥', '미역국', '매콤함박스테이크', '삼치구이', '영양부추생채', '열무김치']","['닭갈비볶음밥', '어묵국', '크림카레우동', '왕만두', '키위드레싱샐러드', '포기김치']",788.0,442.0
308,-1.062049398810295,0.021413247963570612,1.5824078491908906,-0.9349126169827012,-0.39590064641692174,4,"['모닝롤', '사과파이', '우유', '주스', '스크램블에그', '흑임자죽', '쌀밥', '조랭이떡국', '오이무침', '포기김치']","['쌀밥', '잡곡밥', '꽃게찌개', '탕수육', '곤약야채무침', '숙주나물', '배추겉절이']","['쌀밥', '잡곡밥', '얼갈이된장국', '주꾸미떡볶음', '모듬소세지구이', '치커리무침', '포기김치']",575.0,362.0
309,-0.9977945570059494,5.377661715452466,-2.7150367737277628,-0.7561507135944815,-0.39590064641692174,1,"['모닝롤', '야채샌드', '우유', '주스', '계란후라이', '시금치죽', '쌀밥', '황태국', '김구이', '포기김치']","['쌀밥', '잡곡밥', '참치김치찌개', '훈제오리구이', '쌈무', '올방개묵무침', '부추생채', '양파절임', '열무김치']","['쌀밥', '잡곡밥', '순두부찌개', '돈육굴소스볶음', '계란찜', '쫑상추무침', '포기김치']",525.0,298.0
310,-0.9977945570059494,7.396662109285716,-4.599477731371237,-0.9308498464511508,-0.39590064641692174,3,"['모닝롤', '단호박샌드', '우유', '주스', '계란후라이', '홍게살죽', '쌀밥', '시래기된장국', '진미채무침', '포기김치']","['쌀밥', '잡곡밥', '들깨미역국', '닭갈비', '생선까스*타르소스', '무생채', '포기김치']","['야채볶음밥', '유부주머니국', '미니버거', '야채비빔만두', '스틱단무지', '오렌지주스', '포기김치']",383.0,262.0
311,-0.9977945570059494,3.8651459564983477,-2.5541698627094176,-0.5001961701068034,-0.39590064641692174,0,"['모닝롤', '베이글', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '열무된장국', '멸치크랜베리볶음', '포기김치']","['쌀밥', '잡곡밥', '고추장찌개', '쇠불고기', '홍어채무침', '머위대들깨볶음', '포기김치']","['쌀밥', '잡곡밥', '육개장', '꽁치오븐구이', '꽃맛살볶음', '도라지생채', '열무김치']",792.0,308.0
312,-0.9977945570059494,-0.623834300581076,-0.41693804489425823,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '치즈프레즐', '우유', '주스', '계란후라이', '김치죽', '쌀밥', '어묵국', '김구이', '포기김치']","['쌀밥', '잡곡밥', '된장찌개', '제육볶음', '잡채', '콩나물무침', '포기김치']","['쌀밥', '잡곡밥', '연두부탕', '닭오븐구이', '해물김치전', '취나물된장무침', '포기김치']",1235.0,500.0
313,-0.9977945570059494,-0.7001539030971096,0.5252824339274786,0.7998903999893398,-0.39590064641692174,3,"['모닝롤', '고구마샌드', '우유', '주스', '스크램블에그', '누룽지탕', '쌀밥', '감자국', '청경채무침', '포기김치']","['쌀밥', '잡곡밥', '콩가루배추국', '낙지볶음', '새송이버섯전', '비름나물', '깍두기']","['볶음밥', '짜장소스', '맑은국', '사천식탕수육', '망고드레싱샐러드', '단무지', '포기김치']",829.0,501.0
314,-0.9977945570059494,-0.3116177448336664,1.0998071161358547,-0.7236485493420779,-0.39590064641692174,4,"['모닝롤', '카스텔라', '우유', '주스', '스크램블에그', '해물죽', '쌀밥', '호박젓국찌개', '가지나물', '포기김치']","['쌀밥', '잡곡밥', '옹심이만두떡국', '유린기', '카레감자채볶음', '마늘쫑무침', '포기김치']","['쌀밥', '잡곡밥', '청국장찌개', '돼지갈비찜', '계란말이', '방풍나물', '포기김치']",817.0,507.0
315,-0.9977945570059494,-0.6585250289974549,-0.39395705760592314,0.98271507390911,-0.39590064641692174,0,"['모닝롤', '프렌치토스트', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '민물새우찌개', '쑥갓두부무침', '포기김치']","['쌀밥', '잡곡밥', '콩비지찌개', '돈육꽈리고추볶음', '매운어묵볶음', '치커리유자청무침', '열무김치']","['쌀밥', '잡곡밥', '닭개장', '가자미카레튀김', '연근땅콩조림', '셀프무쌈말이', '포기김치']",1203.0,505.0
316,-0.9977945570059494,-0.8111642340295219,0.5712444085041487,0.8608319579625965,-0.39590064641692174,1,"['모닝롤', '에그샌드', '우유', '주스', '계란후라이', '야채죽', '쌀밥', '북어채국', '브로컬리들깨찜', '포기김치']","['쌀밥', '잡곡밥', '쇠고기샤브국', '오징어볶음', '맛살계란찜', '양념깻잎지', '포기김치']","['꼬마김밥*겨자장', '잔치국수', '감자만두', '멕시칸샐러드', '오이피클', '포기김치']",890.0,533.0
317,-0.9977945570059494,-0.776473505613143,0.6172063830808189,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '단팥빵', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '대구매운탕', '검정콩조림', '포기김치']","['쌀밥', '잡곡밥', '열무된장국', '쇠고기장조림', '동태전', '미나리오이무침', '포기김치']","['쌀밥', '잡곡밥', '차돌박이찌개', '갈치양념조림', '비엔나컬리플라워볶음', '얼갈이나물', '포기김치']",864.0,484.0
318,-0.9977945570059494,-0.6793394660472822,1.0538451415591847,0.2798557719508825,-0.39590064641692174,3,"['모닝롤', '인절미토스트', '우유', '주스', '스크램블에그', '참치죽', '쌀밥', '우거지해장국', '명엽채무침', '포기김치']","['쌀밥', '잡곡밥', '부대찌개', '굴비구이', '고추잡채*꽃빵', '청경채무침', '깍두기']","['쌀밥', '잡곡밥', '옛날돈가스', '옥수수스프', '고구마범벅', '양배추샐러드', '음료', '포기김치']",796.0,459.0
319,-0.9977945570059494,-0.08265893728556595,1.4675029127492154,-0.7845901073153346,-0.39590064641692174,4,"['모닝롤', '크로와상', '우유', '주스', '계란후라이', '단호박죽', '쌀밥', '김치두부국', '시금치나물', '포기김치']","['쌀밥', '잡곡밥', '새우살미역국', '순살양념치킨', '콩나물겨자채', '참나물생채', '포기김치']","['쌀밥', '잡곡밥', '배추된장국', '쇠고기숙주볶음', '청포묵무침', '무생채', '열무김치']",662.0,414.0
320,-0.9977945570059494,-0.6585250289974549,-0.026261260992562437,0.9339618275305045,-0.39590064641692174,0,"['모닝롤', '마늘빵', '우유', '주스', '계란후라이', '크림누룽지탕', '쌀밥', '어묵국', '숙주나물', '포기김치']","['쌀밥', '잡곡밥', '시금치된장국', '제육볶음', '버섯구이*발사믹D', '양배추*쌈', '포기김치']","['쌀밥', '잡곡밥', '연두부찌개', '코다리조림', '순대야채볶음', '오이무침', '바나나', '포기김치']",1207.0,585.0
321,-0.9977945570059494,-0.7695353599298673,0.3644155229091333,0.6292540376642209,-0.39590064641692174,1,"['모닝롤', '야채샌드', '우유', '주스', '계란후라이', '땅콩죽', '쌀밥', '오징어국', '김가루실파무침', '포기김치']","['쌀밥', '잡곡밥', '소고기국', '간장찜닭', '부추전', '해초무침', '포기김치']","['볶음밥', '짬뽕', '탕수육', '단무지', '아이스슈', '포기김치']",889.0,545.0
322,-0.9977945570059494,-0.7556590685633158,0.8240352686758342,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '와플', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '닭곰탕', '애호박볶음', '포기김치']","['콩나물밥', '김치국', '고등어구이', '감자프리타타', '고추지', '열무김치']","['쌀밥', '잡곡밥', '꽃게탕', '모둠장조림', '해라피겨자채', '가지나물', '포기김치']",852.0,387.0
323,-0.9977945570059494,-0.7001539030971096,1.1227881034241898,0.18641204972522224,-0.39590064641692174,3,"['모닝롤', '옥수수샌드', '우유', '주스', '스크램블에그', '브로컬리죽', '쌀밥', '감자국', '열무나물', '포기김치']","['쌀밥', '잡곡밥', '들깨시래기국', '오리불고기', '두부조림', '상추겉절이', '오이소박이']","['마파두부덮밥', '유부장국', '수제고로케', '생과일플레인샐러드', '쨔샤이무침', '포기김치']",838.0,456.0
324,-0.9977945570059494,0.04222768501339793,1.3985599508842104,-0.869908288477894,-0.39590064641692174,4,"['모닝롤', '고구마파이', '우유', '주스', '계란후라이', '팥죽', '쌀밥', '맑은만두육개장', '꽈리고추찜', '포기김치']","['쌀밥', '잡곡밥', '콩나물국', '주꾸미떡볶음', '동그랑땡전', '부추생채', '포기김치']","['쌀밥', '잡곡밥', '된장찌개', '치즈닭갈비', '해물까스*칠리소스', '깻잎양념찜', '포기김치']",597.0,462.0
325,-0.9977945570059494,-0.4850713869155607,-0.026261260992562437,0.4870570690599553,-0.39590064641692174,0,"['모닝롤', '토스트', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '미역국', '대추채멸치볶음', '포기김치']","['쌀밥', '잡곡밥', '황태국', '소불고기', '계란찜', '청경채사과생채', '포기김치']","['쌀밥', '잡곡밥', '우거지해장국', '임연수엿장조림', '고기전', '두반장가지볶음', '포기김치']",1193.0,555.0
326,-0.9977945570059494,-0.7001539030971096,0.3414345356207983,0.07671724537336017,-0.39590064641692174,1,"['모닝롤', '토마토샌드', '우유', '주스', '스크램블에그', '수삼닭죽', '쌀밥', '소고기무국', '비름나물', '포기김치']","['쌀밥', '잡곡밥', '얼갈이된장국', '동파삼겹수육', '맛살전', '아삭고추무침', '포기김치']","['김밥', '맑은국', '쫄면야채무침', '오징어튀김', '바나나와플', '단무지', '포기김치']",821.0,579.0
327,-0.9977945570059494,-0.7972879426629703,0.5482634212158137,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '베이글', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '두부젓국찌개', '자반김', '포기김치']","['열무보리비빔밥', '가쯔오장국', '탕수만두', '콥샐러드', '오이지무침', '포기김치']",['자기계발의날'],910.0,0.0
328,-0.9335397152016038,-0.6377105919476276,0.5482634212158137,0.1742237381305709,-0.39590064641692174,3,"['모닝롤', '고구마샌드', '우유', '주스', '스크램블에그', '밤죽', '쌀밥', '동태찌개', '브로컬리들깨소스', '포기김치']","['쌀밥', '잡곡밥', '오이냉국', '등갈비김치찜', '어묵볶음', '참나물땅콩무침', '깍두기']","['주먹밥', '단호박스프', '로제스파게티', '샐러드', '피클', '마늘빵', '음료', '포기김치']",914.0,505.0
329,-0.9335397152016038,0.0491658306966737,1.191731065289195,-0.8008411894415365,-0.39590064641692174,4,"['모닝롤', '메론롤케익', '우유', '주스', '계란후라이', '홍게살죽', '쌀밥', '건새우아욱국', '감자채볶음', '포기김치']","['쌀밥', '잡곡밥', '돈육김치찌개', '삼치된장구이', '모듬소세지볶음', '도토리묵무침', '배추겉절이']","['쌀밥', '잡곡밥', '새알만두국', '팝콘치킨*데리야끼소스', '두부새싹구이', '도라지채무침', '포기김치']",699.0,480.0
330,-0.9335397152016038,3.2962180104697345,-2.0945501169427163,-0.40675244788114306,-0.39590064641692174,0,"['모닝롤', '시금치핫케익', '우유', '주스', '계란후라이', '누룽지탕', '쌀밥', '쇠고기버섯국', '쥐포무침', '포기김치']","['쌀밥', '잡곡밥', '근대국', '돈육굴소스볶음', '계란말이', '모둠쌈', '씨앗쌈장', '포기김치']","['쌀밥', '잡곡밥', '감자고추장찌개', '탕수어', '우엉잡채', '오이생채', '포기김치']",760.0,306.0
331,-0.9335397152016038,-0.5752672807981457,-0.30203310845258297,-1.1136745203709209,-0.39590064641692174,2,"['모닝롤', '치즈프레즐', '우유', '주스', '계란후라이', '호두죽', '쌀밥', '김치두부국', '호박나물', '포기김치']","['쌀밥', '잡곡밥', '콩나물국', '훈제오리구이', '새송이버섯전', '쌈무', '부추생채', '포기김치']","['쌀밥', '잡곡밥', '열무된장국', '돼지갈비찜', '오징어브로컬리', '*초장', '취나물', '포기김치']",1127.0,549.0
332,-0.9335397152016038,-0.6585250289974549,0.7550923068108291,0.6048774144749183,-0.39590064641692174,3,"['모닝롤', '참치샌드', '우유', '주스', '스크램블에그', '누룽지탕', '쌀밥', '어묵국', '땅콩조림', '포기김치']","['쌀밥', '잡곡밥', '얼갈이된장국', '미니채소떡갈비', '골뱅이무침*소면', '숙주나물', '배추겉절이']","['김밥볶음밥', '냉모밀국수', '야채튀김', '옥수수샐러드', '조각사과', '포기김치']",857.0,443.0
333,-0.9335397152016038,-0.19366926821797828,1.21471205257753,-0.8414688947570409,-0.39590064641692174,4,"['모닝롤', '찐빵', '우유', '주스', '계란후라이', '고구마죽', '쌀밥', '대구찌개', '시래기조림', '포기김치']","['쌀밥', '잡곡밥', '호박잎된장찌개', '깐풍기', '어묵꽈리고추볶음', '실곤약초무침', '포기김치']","['쌀밥', '잡곡밥', '쇠고기미역국', '가자미양념찜', '닭살겨자냉채', '시금치나물', '포기김치']",715.0,460.0
